693;VEA04;2026-01-01;7891150040182;SEDAL CREMA P/ PEINAR RIZOS OBEDIENTES;4 ;;
705;1200922;2025-09-01;7840508009326;NEWCOLOR C. CLASIC MARRON 2;1 ;;
706;2021022;2024-10-01;7840508010704;NEW COLOR BASE LIQ 01;4 ;;
776;2012435300;2024-12-01;7501001164645;PANTENE SH RIZOS DEFINIDO;3 ;;
823;002/23PTS001;2025-01-01;7840127000087;PLAN 30 DIAS;1 ;;
823;002/23PTS001;2025-01-01;7840127000087;PLAN 30 DIAS;3 ;;
884;230015;2026-01-01;7841134001517;VERALBEN BEBIBLE;40 ;;
884;230015;2026-01-01;7841134001517;VERALBEN BEBIBLE;12 ;;
884;230015;2026-01-01;7841134001517;VERALBEN BEBIBLE;2 ;;
908;0590323;2026-03-01;7840508007117;CAREY QUITAESMALTE COTTON;14 ;;
914;0276435300;2023-09-01;7501001303501;PANTENE AC CONT CAID 200;2 ;;
916;1221435300;2024-07-01;7501001303518;PANTENE AC CONT CAID 400;1 ;;
917;1225435300;2024-07-01;7501006721317;PANTENE AC RESTAURC;12 ;;
924;VGK121407E;2023-11-01;7891150050464;DOVE AC HIDR. INTENSA;4 ;;
938;2006H;2025-01-01;7791293042169;DOVE SH RECON COMPLETA;1 ;;
972;010822;2025-12-01;7840000009725;FRASCO ESTERIL SANTA VICTORIA;560 ;;
975;17620;2025-03-01;7841134007953;SEDABRON PLUS;108 ;;
975;17620;2025-03-01;7841134007953;SEDABRON PLUS;11 ;;
975;17620;2025-03-01;7841134007953;SEDABRON PLUS;1 ;;
1038;20611557;2024-07-01;4005800137679;NIVEA CREME;10 ;;
1038;20616557;2024-07-01;4005800137679;NIVEA CREME;10 ;;
1044;2201022;2024-10-01;7840508011794;NEW COLOR BASE LIQ 03;10 ;;
1045;0821022;2025-04-01;7840508008671;NEWCOLOR DELINEADOR LIQ.;2 ;;
1079;EG2362;2025-08-01;7791293042329;DOVE AC OLEO NUTRICION;5 ;;
1094;U3586;2025-11-01;7791274188350;ALGABO TALCO FLORAL;5 ;;
1109;;2025-06-01;7791293043227;DOVE DEO AER EXTRA FRESH;3 ;;
1143;;;7840000011438;PERITA DE GOMA NASAL;2 ;;
1234;3044H10;2026-02-01;7891150050488;DOVE SH HIDR. INTENSA;3 ;;
1256;63890;2030-11-01;7896000614162;KUKA MAMADERA ACUARELA BIG;4 ;;
1258;63924;2030-11-01;7896000615411;KUKA MAMADERA NATURAL COLORIDO;6 ;;
1273;17621B07;2024-06-01;7790010668514;JOHNSON BABY AC AGUA PURIFICADA;7 ;;
1274;047228;2025-02-01;7891010101688;JOHNSONS BABY PROTECTOR LACTANCIA;4 ;;
1350;1016435300;2023-12-01;7501006721294;PANTENE AC RESTAURAC;8 ;;
1352;1348435300;2024-11-01;7501006721133;PANTENE SH RESTAURAC;2 ;;
1371;1390722;2024-07-01;7840508008657;NEWCOLOR MASC. PRA PEST.;4 ;;
1372;0150922;2024-09-01;7840508008664;NEWCOLOR PRA PEST. ARQUEADOR;2 ;;
1381;22/1;2025-07-01;7897042007271;SKALA BANO DE CREME CHOCOLATE;6 ;;
1392;2450223;2025-02-01;7840508017840;CAREY ACEITE DE COCO;22 ;;
1393;2450223;2025-02-01;7840508017857;CAREY ACEITE DE COCO;25 ;;
1422;VFJ0656F;2025-10-01;7891150017368;DOVE SH OLEO NUTRICION;2 ;;
1430;2231R;2025-08-01;7891150017337;DOVE AC OLEO NUTRICI�N;2 ;;
1545;VDJ182113F;2025-10-01;7501056342944;CLEAR SH DUAL EFFECT 2EN 1;1 ;;
1577;63363;2030-09-01;7896000614278;KUKA MAMADERA ACUARELA BICO;5 ;;
1616;20612046D;2027-05-01;8411134000965;CONTROL ADAPTA NATURE;7 ;;
1617;20412026Y;2027-03-01;8411134114525;CONTROL ADAPTA FINISIMO;6 ;;
1618;20428155C2;2027-03-01;8852961021752;CONTROL ADAPTA CHOCOLATE;4 ;;
1721;0960223;2026-02-01;7840508013279;CAREY POLVO DECOLORANTE;25 ;;
1722;2740122;2025-01-01;7840508013286;CAREY POLVO DECOLORANTE;6 ;;
1753;2109435300;2025-03-01;7501001303464;PANTENE SH CONT. CAIDA;3 ;;
1770;11109010P;2026-10-01;8411134000989;CONTROL ADAPTA RETARDANTE;20 ;;
1781;Y22354/1;2025-06-01;8410190054547;MAJA COLONIA;1 ;;
1789;;;7500435154420;GILLETTE PRESTOBARBA ULTRAGRIP;30 ;;
1798;32922;2030-11-01;7793970324025;BABELITO CHUPETE LUMIN ANAT;16 ;;
1808;00192;2024-05-01;7795368001600;LOTESOFT 0.5%;1 ;;
1828;1033CS2AC1;2026-12-01;8809319398509;CODEFREE APARATO;3 ;;
1835;1321435300;2024-10-01;7501006740219;PANTENE HIDRO RESTAURACION;3 ;;
1849;131121;2023-11-01;7794626007170;HUGGIES BW CLASIC BASIC REPUESTO;8 ;;
1872;S10694;2025-10-01;7703281000365;LACTIBON FEM LOCION;23 ;;
1893;700000;2024-10-01;7501027275226;EXCELLENCE CREME 8.1;1 ;;
1937;V0082;2026-01-01;7791274196447;ALGABO GEL EXTRA BRILLO;2 ;;
1938;V0296;2026-02-01;7791274196294;ALGABO GEL EXTRA BRILLO;1 ;;
1940;V2377;2025-07-01;7791274196287;ALGABO GEL EFECTO HUMEDO;3 ;;
1975;27331;2027-12-01;7840315224752;XICANIL JABON EXFOLIANTE;4 ;;
1975;27331;2027-12-01;7840315224752;XICANIL JABON EXFOLIANTE;10 ;;
2041;62183;;7896000660671;KUKA VASITOS CON MANIJA RS;2 ;;
2041;62183;;7896000660671;KUKA VASITOS CON MANIJA RS;3 ;;
2071;220874;2024-11-01;7840036101707;CARDIOSAN PLUS 40/12.5;1 ;;
2084;;2026-01-01;7791293043265;DOVE DEO AER MEN INVISIBLE;13 ;;
2124;U3658;2025-12-01;7791274196546;ALGABO POLVO DE FECULA BABY;1 ;;
2128;U3582;2025-11-01;7791274188367;ALGABO TALCO VIOLETS;3 ;;
2135;110123;2025-01-01;7790740509194;PLUSBELLE ENJ FRESCURA Y VIT;4 ;;
2137;090622;2024-06-01;7790740509187;PLUSBELLE ENJ BRILLO LUMINOSO;4 ;;
2144;39176;2025-07-01;7840653006478;DERMAFAR BEBE CREMA;7 ;;
2144;39176;2025-07-01;7840653006478;DERMAFAR BEBE CREMA;6 ;;
2145;43359;2025-03-01;7840653003347;APIRON GOTAS;2 ;;
2148;223157;2024-07-01;7840213027400;AAS 125;288 ;;
2148;223157;2024-07-01;7840213027400;AAS 125;12 ;;
2157;;2027-05-01;6921199340323;SUNDELIGHT  COTONETE;11 ;;
2184;;;7793647611311;NEBULIZADOR ULTRASONICO MICRON;1 ;;
2206;3020123;2025-01-01;7840508020437;DODDY ACEITE PARA BEBE DULZURA;11 ;;
2209;2550223;2026-02-01;7840508012302;CAREY KIT CASTA�O OSC;10 ;;
2209;2550223;2026-02-01;7840508012302;CAREY KIT CASTA�O OSC;1 ;;
2209;2550223;2026-02-01;7840508012302;CAREY KIT CASTA�O OSC;12 ;;
2210;0010123;2026-01-01;7840508012319;CAREY KIT CASTA�O;13 ;;
2210;0010123;2026-01-01;7840508012319;CAREY KIT CASTA�O;12 ;;
2215;144E02/10/22;2025-10-01;7791600571535;PINO COLBERT DES.AER;8 ;;
2343;70U803;2024-08-01;7899026462625;COLOR INTENSO 6.0 RUBIO OSCURO;1 ;;
2345;70UN04;2024-11-01;7899026462670;COLOR INTENSO 7.0 RUBIO MEDIO;1 ;;
2349;S2094;2025-04-01;7798140251309;GOICOECHEA REAF/TONIFIER CREMA;4 ;;
2352;071722;2024-07-01;7800060039643;OFTAFILM COLIRIO;1 ;;
2411;261121;2023-11-01;7790740509217;PLUSBELLE ENJ NUTRICION CREME;2 ;;
2413;291221;2023-12-01;7790740509224;PLUSBELLE ENJ ANTIOXIDANTE;1 ;;
2460;2012435300;2024-12-01;7506309840000;PANTENE SH HIDROCAUT;2 ;;
2462;1229435300;2024-07-01;7506309840567;PANTENE AC HIDROCAUT;5 ;;
2464;2007435300;2024-12-01;7500435019958;H&S SH LIMPIEZA RENOVADORA;3 ;;
2465;1227435300;2024-07-01;7500435019811;H&S 2 EN 1 SUA Y MAN SW;1 ;;
2476;VEJ17;2025-10-01;7501056340124;SEDAL CR PEINAR CERAMIDAS;1 ;;
2493;M602Z10741;2024-12-01;7840071001727;IR OXIGENADA OIL DEV 30 VOL;2 ;;
2493;M614220755;2025-02-01;7840071001727;IR OXIGENADA OIL DEV 30 VOL;1 ;;
2493;M625210654;2024-02-01;7840071001727;IR OXIGENADA OIL DEV 30 VOL;1 ;;
2493;M622Y10735;2024-11-01;7840071001727;IR OXIGENADA OIL DEV 30 VOL;4 ;;
2510;112415553;2024-11-01;7798095171202;FORMIDABLE CRECER INICIO 1;10 ;;
2513;112323393;2024-11-01;7798095171219;FORMIDABLE CRECER CONTINUACION 2;13 ;;
2518;0044;2025-01-01;7793742007637;DERMAGLOS FACIAL HIDRATANTE DIA PIEL SECA FPS;4 ;;
2539;0620123;2026-01-01;7840508012296;CAREY KIT NEGRO;2 ;;
2539;2340223;2026-02-01;7840508012296;CAREY KIT NEGRO;12 ;;
2539;0311122;2025-11-01;7840508012296;CAREY KIT NEGRO;6 ;;
2540;1740223;2026-02-01;7840508012326;CAREY KIT CASTA�O CL;6 ;;
2540;1740223;2026-02-01;7840508012326;CAREY KIT CASTA�O CL;12 ;;
2540;1740223;2026-02-01;7840508012326;CAREY KIT CASTA�O CL;12 ;;
2541;0980223;2026-02-01;7840508012562;CAREY KIT CAST CL ROJIN;5 ;;
2541;0980223;2026-02-01;7840508012562;CAREY KIT CAST CL ROJIN;5 ;;
2543;2320522;2025-05-01;7840508012623;CAREY KIT TABACO;13 ;;
2545;1330123;2026-01-01;7840508029294;CAREY KIT RUB OS SUPER VIO ROJO;4 ;;
2545;1330123;2026-01-01;7840508029294;CAREY KIT RUB OS SUPER VIO ROJO;5 ;;
2576;P11;2025-01-01;7794626011559;KOTEX TOA NOCTURNAS C/ALAS;20 ;;
2578;39399;2024-07-01;7840653006836;FUSIFAR CREMA;5 ;;
2578;35781;2024-02-01;7840653006836;FUSIFAR CREMA;1 ;;
2617;20663133;2025-02-01;4005808715695;NIVEA DEO SPRAY STRESS PROTEC MASCULINO;6 ;;
2653;H531527005;2026-12-01;7702045538571;IGORA ROYAL 8-0;3 ;;
2657;H530624998;2026-12-01;7702045539127;IGORA ROYAL 1-0;3 ;;
2681;2140123;2025-01-01;7840508012685;CAREY KIT RUBIO CL 8.3;6 ;;
2681;1120822;2025-08-01;7840508012685;CAREY KIT RUBIO CL 8.3;1 ;;
2681;1120822;2025-08-01;7840508012685;CAREY KIT RUBIO CL 8.3;2 ;;
2681;2140123;2026-01-01;7840508012685;CAREY KIT RUBIO CL 8.3;5 ;;
2682;0040123;2026-01-01;7840508012364;CAREY KIT RUBIO MUY CL;1 ;;
2686;2611222;2025-12-01;7840508012432;CAREY KIT RUBIO PLATINO;3 ;;
2687;1010223;2026-02-01;7840508012487;CAREY KIT CAST MARR CHOC;13 ;;
2688;4120521;2024-05-01;7840508012647;CAREY KIT CAST CL DOR;10 ;;
2688;4120521;2024-05-01;7840508012647;CAREY KIT CAST CL DOR;7 ;;
2706;141222;2024-12-01;7790740509095;PLUSBELLE SH FRESCURA Y VIT;5 ;;
2742;1471222;2025-12-01;7840508012371;CAREY KIT RUBIO EXT CL;6 ;;
2770;210511;2026-05-01;6970701960184;AEROCAMARA MULTIVALVULA LACTANTE;2 ;;
2790;13930351;2026-08-01;42079163;LEUKOSILK;6 ;;
2792;2272012601;2025-09-01;650240004643;ASEPXIA JABON EXFOLIANTE;2 ;;
2797;2881222;2025-12-01;7840508007414;CAREY KIT RUB OSC MARRON CHOC;8 ;;
2797;1030922;2025-09-01;7840508007414;CAREY KIT RUB OSC MARRON CHOC;4 ;;
2797;1030922;2025-09-01;7840508007414;CAREY KIT RUB OSC MARRON CHOC;3 ;;
2797;2381222;2025-12-01;7840508007414;CAREY KIT RUB OSC MARRON CHOC;2 ;;
2798;0600323;2026-03-01;7840508012548;CAREY KIT CAST ROJ CAOB;12 ;;
2799;1331022;2025-10-01;7840508012661;CAREY KIT RUBIO DORADO;11 ;;
2886;;2023-10-01;7840203030144;LIQUIDO PARA PERMANENTE CREMOSA;2 ;;
2887;;2024-06-01;7896150001485;LIQUIDO PARA NEUTRALIZAR;2 ;;
2936;24222B07;2024-08-01;7790010570534;JOHNSON BABY SH CLARO CON MANZANILLA;2 ;;
3012;1320323;2025-03-01;7840508021229;DODDY COLONIA PARA BEBE DULZURA;1 ;;
3013;3171222;2024-12-01;7840508021519;DODDY COLONIA PARA BEBE FRESCURA BABY;14 ;;
3014;2001222;2024-12-01;7840508026057;DODDY BA�O LIQUIDO FRESCURA BABY;5 ;;
3014;2001222;2024-12-01;7840508026057;DODDY BA�O LIQUIDO FRESCURA BABY;9 ;;
3015;1840123;2026-01-01;7840508012340;CAREY KIT RUBIO;9 ;;
3015;1840123;2026-01-01;7840508012340;CAREY KIT RUBIO;5 ;;
3015;1840123;2026-01-01;7840508012340;CAREY KIT RUBIO;12 ;;
3018;0550323;2026-03-01;7840508008862;CAREY QUITAESMALTE CITRUS;16 ;;
3128;S3004;2026-01-01;7791293027876;SUAVE KIDS AC FRUTILLA GLA;3 ;;
3192;M618720792;2025-07-01;7840071001710;IGORA OXIGENTA 20VOL;33 ;;
3200;22120462;2025-12-01;7840071001505;KLASSE SH COLOR REFRESH;3 ;;
3204;22100391;2025-10-01;7840071001499;KLASSE SH CAB MIXTO;1 ;;
3267;2041435300;2025-10-01;7501001165246;PANTENE SH LISO EXTREMO;2 ;;
3267;1222435300;2024-07-01;7501001165246;PANTENE SH LISO EXTREMO;1 ;;
3268;1135435300;2024-04-01;7501001165253;PANTENE AC LISO EXTREMO;1 ;;
3277;3040123;2026-01-01;7840508029607;DODDY TALCO BEBE FRESCURA;1 ;;
3278;2760822;2024-08-01;7840508030269;CAREY GEL POMO EFEC HUMEDO;4 ;;
3280;2510722;2024-07-01;7840508030283;CAREY GEL POMO FUERTE;1 ;;
3329;0050922;2024-09-01;7840508029195;NEWCOLOR MASCARA RADIANCE EXTEN VOL ROJO;2 ;;
3342;70U603;2024-06-01;7898587775908;COLOR INTENSO 2.1;14 ;;
3400;09522;2025-04-01;7790010683463;JOHNSON BABY COLONIA BESITOS;2 ;;
3405;CMH2223001;2025-08-01;7841235000501;ISSUE OXIDANTE 20 VOL;132 ;;7793008005452
3405;CMH2216602;2025-06-01;7841235000501;ISSUE OXIDANTE 20 VOL;144 ;;7793008005452
3405;CMH2213701;2025-05-01;7841235000501;ISSUE OXIDANTE 20 VOL;138 ;;7793008005452
3405;CMH2213702;2025-05-01;7841235000501;ISSUE OXIDANTE 20 VOL;72 ;;7793008005452
3405;CMH2216602;2025-06-01;7841235000501;ISSUE OXIDANTE 20 VOL;28 ;;
3405;CMH2206201;2025-03-01;7841235000501;ISSUE OXIDANTE 20 VOL;6 ;;
3406;22050157;2025-05-01;7841235000518;ISSUE OXIDANTE 30VOL;120 ;;
3406;22040119;2025-04-01;7841235000518;ISSUE OXIDANTE 30VOL;20 ;;
3426;;;7840000034260;GOMITAS COLORIDAS;40 ;;1103426000018
3430;1023;2025-07-01;7793742003707;DERMAGLOS SOLAR PANT TOTAL F80 CREMA;2 ;;
3432;;2025-03-01;7791293041100;AXE DEO AER APOLLO CITRUS Y MADERA;13 ;;
3451;0877;2025-05-01;7891800521245;VENDA ENYESADA CREMER;8 ;;
3452;0881;2025-05-01;7891800521252;VENDA ENYESADA CREMER;13 ;;
3456;2111012602;2025-04-01;650240007828;ASEPXIA JABON AZUFRE;7 ;;
3460;S1354;2024-12-01;7798140251514;GOICOECHEA ANTICELULITIS;2 ;;
3460;DX674;2024-02-01;7798140251514;GOICOECHEA ANTICELULITIS;1 ;;
3460;S1287;2024-10-01;7798140251514;GOICOECHEA ANTICELULITIS;1 ;;
3479;S1330;2024-11-01;7798140254416;CICATRICURE CREMA CORP FIRMEZA;5 ;;
3491;20336933;2025-01-01;4005900122186;NIVEA DEO SPRAY PROTECT & CARE;5 ;;
3492;22712333;2025-07-01;4005900130785;NIVEA DEO ROLL ON PROTEC&CARE;1 ;;
3518;63956;2030-11-01;7896000615763;KUKA MAMADERA BIG NATURAL C/ ASAS AZUL;8 ;;
3519;63254;2030-09-01;7896000615770;KUKA MAMADERA BIG NATURAL C/ ASAS ROSA;5 ;;
3519;63957;2030-11-01;7896000615770;KUKA MAMADERA BIG NATURAL C/ ASAS ROSA;9 ;;
3583;14492;2023-12-01;7840036101585;DOPEC 10;1 ;;
3583;15386;2024-04-01;7840036101585;DOPEC 10;8 ;;
3638;2440123;2025-01-01;7840508030337;DODDY BA�O LIQUIDO SUE�OS;1 ;;
3639;2620223;2025-02-01;7840508032362;DODDY SH DULZURA;3 ;;
3640;2370223;2025-02-01;7840508032379;DODDY SH TERNURA;7 ;;
3654;;;7840000036547;PEUTIC;29 ;;
3660;;;7840000036608;PEINE FACIL;1 ;;
3663;1313435300;2024-10-01;7500435019491;H&S 3 EN 1;2 ;;
3666;27091;2024-08-01;7840315224769;CONDROX PLUS MONODOSIS;2 ;;
3679;010822;2025-12-01;7840000036790;VASELINA BLANCA GLORIMAR;39 ;;
3680;010822;2025-12-01;7840000036806;VASELINA BLANCA GLORIMAR;35 ;;
3694;010822;2025-12-01;7840000036943;PASTA LAZAR GLORIMAR;17 ;;
3695;010822;2025-12-01;7840000036950;PASTA LAZAR GLORIMAR;5 ;;
3717;2160223;2026-02-01;7840508030344;DODDY TALCO BEBE SUE�OS;7 ;;
3719;3010123;2025-01-01;7840508030313;DODDY ACEITE PARA BEBE SUE�OS;13 ;;
3725;010822;2025-12-01;7840000037254;ALCOHOL BORICADO GLORIMAR;4 ;;
3751;S2133525;2025-05-01;7841378000178;SWEET CARE BODY SPLASH FOREVER;1 ;;
3751;S2291;2025-10-01;7841378000178;SWEET CARE BODY SPLASH FOREVER;2 ;;
3753;S2291;2025-10-01;7841378000154;SWEET CARE BODY SPLASH PURE WHITE;5 ;;
3771;A22127271;2024-09-01;8806128340125;GLUCO DR AUTO TIRAS REACTIVAS;6 ;;
3787;2600223;2025-02-01;7840508030115;DODDY BA�O LIQUIDO TERNURA;8 ;;
3787;2600223;2025-02-01;7840508030115;DODDY BA�O LIQUIDO TERNURA;14 ;;
3791;20112633;2025-01-01;4005900036704;NIVEA DEO ROLL ON BLANCO & NEGRO FEM;3 ;;
3791;20112633;2026-01-01;4005900036704;NIVEA DEO ROLL ON BLANCO & NEGRO FEM;4 ;;
3870;R3552;2025-12-01;7909189056439;AVON DESODORANTE WILD COUNTRY;7 ;;
3871;R0421;2024-02-01;7909189027774;AVON DESODORANTE LEGACY;27 ;;
3911;U3617;2025-11-01;7791274187742;ALGABO TALCO PEDICO FOOT;4 ;;
3936;20/18;2023-09-01;7897042009121;SKALA BA�O DE CREMA 12 EN 1;2 ;;
4033;27188;2024-09-01;7840315225469;XICANIL PIEL CON ALOE VERA;15 ;;
4049;1032R;2024-02-01;7791293030708;SEDAL AC NEW LISO PERFECTO;3 ;;
4049;1154R;2024-06-01;7791293030708;SEDAL AC NEW LISO PERFECTO;3 ;;
4050;3005R;2026-01-01;7791293030661;SEDAL AC NEW CERAMIDAS;3 ;;
4053;3016H;2026-01-01;7791293030555;SEDAL SH NEW CERAMIDAS;5 ;;
4058;0990123;2025-01-01;7840508030108;DODDY COLONIA PARA BEBE TERNURA;1 ;;
4059;1330323;2025-03-01;7840508030320;DODDY COLONIA PARA BEBE SUE�OS;1 ;;
4072;;2025-01-01;7509546070285;CEPILLO INF BARBIE;2 ;;
4091;09022;2030-03-01;7793970135829;BIBERON TT TOMASOLO;3 ;;
4092;010822;2025-12-01;1104092000012;GASA SANTA VICTORIA;143 ;;
4095;;;7840000040957;BASTON X4 PATAS;2 ;;
4115;63926;2030-11-01;7896000615435;KUKA MAMADERA NATURAL COLORIDO;2 ;;
4129;73074;;7896000672582;KUKA CONJUNTO DE PEINE P/ BEBE SOFT RS;4 ;;
4132;S2134;2025-05-01;7841378000185;SWEET CARE STRAWBERRY;3 ;;
4136;MFG:04/22;2025-04-01;7841378001113;BLITZ FUNNY;1 ;;
4177;2316;2025-11-01;7791293030654;SEDAL AC NEW BALANCE;3 ;;
4178;2363R;2025-12-01;7791293030913;SEDAL AC NEW BALANCE;7 ;;
4212;1229435300;2024-07-01;7506309840581;PANTENE AC HIDROCAUT;1 ;;
4213;M06886;2025-10-01;7730698007168;CORENTEL 5 COMP REC;11 ;;
4213;M06886;2025-10-01;7730698007168;CORENTEL 5 COMP REC;10 ;;
4262;22R13;2025-09-01;3518646673115;MARIMER BABY ASPIRADOR NASAL P/ BEBES;23 ;;
4270;700002;2024-10-01;7501027275134;EXCELLENCE CREME 6.1;2 ;;
4315;3580123;2025-01-01;7840508032911;DODDY TOALLITAS HUMEDAS CON ALOE;20 ;;
4317;3160223;2025-02-01;7840508032935;DODDY TOA H C/ MANZANILLA;27 ;;
4335;203136647SPZA-2107;2026-06-01;4968420508185;GUANTE ESTERIL;107 ;;
4371;080123CB15;2025-01-01;7702425545670;KOTEX TOA EVO NOCTURNA;36 ;;
4371;080123CB15;2025-01-01;7702425545670;KOTEX TOA EVO NOCTURNA;8 ;;
4375;010822;2025-12-01;7840000043750;VIOLETA DEGENCIANA 1% GLORIMAR;8 ;;
4384;01950341;2025-04-01;4042809184877;LEUKOPOR 7.5 CM;1 ;;
4410;101312606;2024-07-01;7795323774044;NUTRILON PREMIUM 1;8 ;;
4412;223775;2024-08-01;7840213259351;TRIGLIX 100;1 ;;
4429;3014H;2026-01-01;7791293030609;SEDAL SH NEW LISO PERFECTO;6 ;;
4453;101312651;2024-06-01;7795323774020;NUTRILON PREMIUM 1;14 ;;
4475;C2101001;2025-01-01;37836092824;MAJA PLUM BLOSSOM JABON LUJO;2 ;;
4532;2500522;2025-05-01;7840508011824;CAREY OXIDANTE 20 VOL;12 ;;
4532;2080422;2025-04-01;7840508011824;CAREY OXIDANTE 20 VOL;4 ;;
4576;101310150;2024-03-31;7795323774105;NUTRILON PREMIUM 3;1 ;;
4579;010822;2025-12-01;7840000045792;GLICERINA BORATADA GLORIMAR;13 ;;
4584;2323R;2025-11-01;7791293030937;SEDAL AC NEW CERAMIDAS;7 ;;
4591;3041R;2026-02-01;7791293031026;SEDAL AC NEW RIZOS DEFINIDOS;12 ;;
4591;IBI13;2025-09-01;7791293031026;SEDAL AC NEW RIZOS DEFINIDOS;2 ;;
4592;2319;2025-11-01;7791293030647;SEDAL SH NEW RIZOS DEFINIDOS;27 ;;
4593;IBH18;2025-08-01;7791293030845;SEDAL SH NEW LISO PERFECTO;6 ;;
4602;LBI0522;2024-06-01;7842228000560;MEGALAC JBE;2 ;;
4603;0510722;2024-07-01;7840508033369;NEWCOLOR LAPIZ LABIAL COCOA MATE;5 ;;
4608;2740822;2024-08-01;7840508033413;NEWCOLOR LAPIZ LABIAL ROJO MATE;2 ;;
4608;1201222;2024-12-01;7840508033413;NEWCOLOR LAPIZ LABIAL ROJO MATE;1 ;;
4621;1256BR1212B;2023-09-01;7891024030820;COLGATE LUMINOUS WHITE;1 ;;
4723;IVH19;2025-08-01;7791293030807;SEDAL SH NEW CREMA;3 ;;
4724;IBC17;2025-03-01;7791293030777;SEDAL SH NEW CERAMIDAS;1 ;;
4735;20181120;2023-11-01;7840000047352;SONDA NASOGASTRICA K9;6 ;;
4797;101312607;2024-06-01;7795323774082;NUTRILON PREMIUM 2;8 ;;
4798;0890123;2026-01-01;7840508031457;CAREY QUITAESMALTE ENDURECEDOR;33 ;;
4821;63891;2030-11-01;7896000614179;KUKA MAMADERA ACUARELA BICO UNIVERS ROSA;6 ;;
4821;63891;2030-11-01;7896000614179;KUKA MAMADERA ACUARELA BICO UNIVERS ROSA;13 ;;
4823;63352;2030-09-01;7896000614186;KUKA MAMADERA ACUARELA BICO UNIVERS LILA;4 ;;
4837;0860123;2025-01-01;7840508032959;DODDY TOALLITAS HUMEDAS CON VITAMINA E;27 ;;
4934;1K01;2026-11-01;610075122493;PARCHE PARA ESCARAS HOLLISTER;3 ;;
4979;62994;2030-07-01;7896000650689;KUKA BICO ORTO SILIC P/ LECHE;3 ;;
4979;62058;2030-02-01;7896000650689;KUKA BICO ORTO SILIC P/ LECHE;1 ;;
5003;2203513;2025-03-01;7803510002747;HIDROLAGENO;1 ;;
5003;2203512;2025-03-01;7803510002747;HIDROLAGENO;3 ;;
5030;2349229917A07-21;2024-12-01;7590002012383;ALWAYS NOCTURNA ULTRAFINA;4 ;;
5138;13856701001;2025-04-01;7891522021320;FIT CARE PA�AL CONFORT REGULAR M;5 ;;
5139;13787901001;2025-03-01;7891522022327;FIT CARE PA�AL CONFORT ECONOMICA M;4 ;;
5139;13990801001;2025-06-01;7891522022327;FIT CARE PA�AL CONFORT ECONOMICA M;3 ;;
5221;223503;2024-08-01;7840213259214;LOZAX 50 MG;3 ;;
5248;LME08127F;2025-05-01;7891150026025;DOVE BABY JABON HUMECTACION;4 ;;
5258;3665;2025-11-01;7791274004407;ALGABO BODY CREAM FRESH POMO;1 ;;
