7841448001654;29224;CALMADOL 600MG CAPS BLANDAS;4;002522;2024-01-01;S 05;;
7795345122168;29363;ROGASTRIL 1MG.;1;00266;2024-05-01;S08;;
7795345002057;28693;PLENICA 75MG;1;00294;2024-07-01;S08;;
7795368002607;19915;TOPTEAR SOL. OFT. ESTERIL;2;00298;2024-04-01;S11;;
7795345011080;18884;AMOXIDAL RESP DUO SUSP;1;00318;2025-01-01;S08;;
7793742000096;25933;SINAC PB GEL;1;0037;2024-12-01;S09;;
7795368001136;14857;GOTABIOTIC F SOL. OFT.;1;00387;2024-09-01;S11;;
7795345011097;18883;AMOXIDAL RESP. DUO COMP. REC.;1;00412;2025-07-01;S08;;
7800060145597;7474;TELLMI 80MG;1;004642;2025-03-01;S 01;;
7841134011288;7768;ETIDOL RELAX;1;004822;2024-01-01;S 01;;
7793742006401;21399;BETASALIC UNGUENTO;1;0049;2024-02-01;S09;;
7795380043480;29206;ACEMUK GRANULADO FRASCO;1;00508;2024-10-01;S09;;
7795368001594;15576;GLAUCOTENSIL T.D. COLIRIO;1;00511;2025-06-01;S11;;
7800060132184;24665;ZOMEL HP TRITERAPIA COMP. DISPERS. COMP. REC. CAPS. C/;1;005442;2024-06-01;S 01;;
4048846001313;21416;MICARDIS PLUS 80 MG/ 25 MG COMP. DOBLE CAPA;1;006104A;2023-07-01;S 07;;
7891800521245;3451;VENDA ENYESADA CREMER;3;0066;2025-01-01;S 07;;
7793742005985;22977;PRURISEDAN CREMA;1;0066;2025-01-01;S09;;
7840274607276;29434;CETOVEL 500 MG.;10;0072204;2024-04-01;S13;;
7795368001501;18244;ACRYLARM GEL OFTALMICO;1;00745;2025-06-01;S11;;
7800060118270;29358;CEFIRAX 200MG.;1;00750222;2024-02-01;S 01;;
7841134010564;6303;ETIDOL PLUS;1;007722;2024-02-01;S 01;;
7848002040210;29104;EXCLUSIAL LOCION;2;0082203;2024-03-01;S10;;
7891800521252;3452;VENDA ENYESADA CREMER;3;0085;2025-01-01;S 07;;
7841134001289;13929;RESPIRAN SUSP. AER.;3;0085082A;2025-05-01;S 01;;
7848002040227;29362;EXCLUSIAL SHAMPOO;2;0092203;2024-03-01;S10;;
7793742002144;21449;ACIFUSIN B CREMA;1;0094;2024-02-01;S09;;
7841106002467;28753;GINETRIC OVULOS;3;01000223;2025-01-01;S09;;
7841106001163;28733;FOSFOTONICO ELIXIR;2;01001423;2025-01-01;S09;;
7841106000999;28702;DEXACORT CREMA;1;01001523;2025-01-01;S09;;
7841106003396;28755;XILAN JBE;1;01001822;2024-01-01;S09;;
7840036105682;28842;BALINA 10MG;1;010023;2025-02-01;S13;;
7841106000784;28736;UTERINE;1;01003322;2024-01-01;S09;;
7841106002160;28747;ANAMOX IBL FORTE;1;01003722;2024-01-01;S09;;
7841106001040;28705;DICEBROL 75;1;01004022;2024-01-01;S09;;
7841106000982;28701;DEXACORT;2;01005023;2026-01-01;S09;;
7800060126022;25736;ZIVAL SOL. ORAL;1;010111;2024-01-01;S 01;;
7793742002502;29118;HIPOGLOS VL CICATRIZANTE;1;0102;2024-08-01;S09;;
7800060403123;15471;EUROVIR CREMA;1;010391;2024-01-01;S 01;;
7800060003217;12797;OFTABIOTICO SOL. OFTALMICA;1;010392;2024-01-01;S11;;
7800060037274;22114;OFTOL FORTE 0,5% SUSP. OFT.;1;010433;2025-01-01;S11;;
7800060115767;19757;DEPRAX 100 MG. COMP. REC.;1;010642;2024-01-01;S 01;;
7840000009725;972;FRASCO ESTERIL SANTA VICTORIA;13;010822;2025-12-01;S07;;
7840000036790;3679;VASELINA BLANCA GLORIMAR;3;010822;2025-12-01;S 06;;
7840000036806;3680;VASELINA BLANCA GLORIMAR;3;010822;2025-12-01;S 06;;
7840000036950;3695;PASTA LAZAR GLORIMAR;2;010822;2025-12-01;S 06;;
7840000037254;3725;ALCOHOL BORICADO GLORIMAR;8;010822;2025-12-01;S 06;;
1104092000012;4092;GASA SANTA VICTORIA;31;010822;2025-12-01;S 06;;
7840000043194;4319;VASELINA LIQUIDA GLORIMAR;2;010822;2025-12-01;S 06;;
7840000043750;4375;VIOLETA DEGENCIANA 1% GLORIMAR;5;010822;2025-12-01;S 06;;
7840000073702;7370;ACEITE DE RICINO GLORIMAR;8;010822;2025-12-01;S 06;;
7840000073757;7375;AGUA OXIGENADA GLORIMAR 10VOL;7;010822;2025-12-01;S 06;;
7840000076789;7678;GLORIMAR ACEITE VASELINA;1;010822;2025-12-01;S 06;;
7840000076789;7678;GLORIMAR ACEITE VASELINA;1;010822;2025-12-01;S 06;;
7840000150960;15096;ALCOHOL REC SANTA VICTORIA;5;010822;2025-12-01;S 06;;
7840000150977;15097;ALCOHOL REC SANTA VICTORIA;8;010822;2025-12-01;S 06;;
7840000150991;15099;ALCOHOL REC SANTA VICTORIA;12;010822;2025-12-01;S 06;;
104944;28568;GASA POTE GLORIMAR 150 UNID;2;010822;2025-12-01;S 06;;
7840000291434;29143;FRASCO ESTERIL SANTA VICTORIA;9;010822;2025-12-01;S 06;;
7800060009721;12775;MUXOL COMP.;1;010830;2025-01-01;S 01;;
7795345010496;28889;AMOXIDAL PLUS DUO SUSP;1;01141;2024-09-01;S08;;
7800060138971;27439;PROTIUM TRANSIT CAPS.;1;01220002;2024-03-01;S 01;;
7848002040234;29288;EXCLUSIAL ESCABICIDA;1;0122203;2024-03-01;S10;;
7841448000220;17469;GRIPIDOL COMPUESTO COMP. REC.;100;01-2225-23;2025-01-01;S 07;;
7840228103182;18819;ENERGY FORT JBE.;2;013019;2025-01-01;S 03;;
8437016502013;7806;EASYCOL BABY SAB. NEUTRO SOL.;1;01323;2024-02-01;S09;;
7793742003127;15339;SALAC UNG.;1;0166;2023-09-01;S 07;;
7793742005992;18651;PRURISEDAN INCOLORO LOCION;1;0173;2024-10-01;S09;;
7797991146918;23420;ARCOXIA 60 MG. COMP. REC.;1;018768;2024-01-01;S08;;
7840036106030;28843;FINIDOL GRIP FORTE;17;018823;2025-03-01;S13;;
4042809184877;4384;LEUKOPOR 7.5 CM;4;01950341;2025-04-01;S 06;;
7841106001286;28710;PECTOS PLUS JBE;1;020006123;2025-02-01;S09;;
7730698013725;27435;DIAFORMINA 850 COMP. REC.;1;02004;2024-02-01;S08;;
7730698317274;29527;ACALIX 90 COMP.;1;02004;2023-10-01;CAJA 01;;
7841106001262;28709;PECTOS JBE;3;02005323;2025-02-01;S09;;
7730698005676;19990;ELTOVEN 2 MG. COMP. REC.;1;02006;2025-07-01;S08;;
7841106000173;28731;ALGYN A COMP;3;02007522;2025-02-01;S14;;
7841106001835;28732;CEFALGYN;21;02007623;2025-02-01;S14;;
7841106000760;28739;TUSYBRON PLUS JBE;1;02008522;2025-02-01;S09;;
77306980019987;26251;MAILEN COMP. REC.;1;02009;2023-11-01;S08;;
7730698019901;18472;MAILEN COMP. REC.;1;02010;2024-06-01;S08;;
7841106000654;28717;ORAXIAL;1;02010522;2024-02-01;S09;;
7730698317212;9901;ACALIX 60 MG. CAPS.;1;02011;2025-09-01;S08;;
7841106001705;28745;TENSIONAL 160MG;3;02011722;2024-02-01;S09;;
7841106003662;28629;DOLO REUMIN FLEX 50MG;1;02012622;2024-02-01;S09;;
7730698007083;20049;SECLODIN 100 COMP.;1;02018;2025-02-01;S08;;
7730698000121;9963;MICOLIS SPRAY;1;02022;2024-06-01;S08;;
7840000150991;15099;ALCOHOL REC SANTA VICTORIA;2;020321;2024-12-01;S 06;;
7730699000885;18481;MAILEN JARABE;1;02041;2025-12-01;S08;;
7840000290611;29061;ALCOHOL REC SANTA VICTORIA;6;020421;2024-12-01;S 06;;
7841448001104;27851;OMEGALEN CAPS. BLANDAS;2;020522;2024-05-01;S 05;;
7730698015866;25732;MARTESIA 75 COMP.;1;02073;2024-09-01;S08;;
7730698005485;19103;CHELTIN SUSP.;1;02078;2025-04-01;S08;;
7730698364148;9975;SERTAL R GOTAS;3;02092;2025-11-01;S08;;
7730698348087;9960;MICOLIS CREMA DERM.;1;02137;2024-04-01;S08;;
8433042022372;15867;DISLEP 25 MG. GOTAS;1;0214176;2023-10-01;S 03;;
7841448000213;10725;GRIPIDOL COMPUESTO. JBE.;1;02191922;2025-02-01;S 05;;
7841448000947;27713;DORMIFLORA COMP. REC.;1;02192222;2024-02-01;S 05;;
7841448000206;10738;MOVILEN RELAX N.F. COMP. REC.;2;02192522;2024-02-01;S 05;;
798190041476;3550;JERINGA DESC. MIDORO 3ML;69;022022;2027-02-01;S 06;;
7841448000800;27980;CALMADOL 400 COMP. REC.;1;02205622;2024-06-01;S 05;;
7800060119406;20701;CELTIUM 10 MG;2;022112;2024-02-01;S 01;;
7800060116658;18998;DUALTEN 12.5 MG. COMP.;1;022151;2024-02-01;S 01;;
7841448000800;27980;CALMADOL 400 COMP. REC.;1;02226523;2025-02-01;S 05;;
7800060110786;15211;TRIO-VAL DIA Y NOCHE COMP. REC.;3;023021;2024-11-01;S13;;
7795345122045;14625;AMOXIDAL DUO COMP. REC.;1;02352;2024-07-01;S08;;
7841134010069;26933;ETIDOL 600 CAPS. BLANDAS;20;024523;2026-03-01;S 07;;
7793742003134;15340;SALAC CREMA;2;0275;2024-07-01;S09;;
7795380043466;28694;ACEMUK 600 EFERVESCENTE;1;02872;2024-08-01;S09;;
7795345009582;9915;AMOXIDAL 500 MG. PED. SUSP.;1;02957;2025-01-01;S08;;
7841106000272;28728;DOLO REUMA CREMA;1;03010623;2026-03-01;S09;;
7841106000791;28722;VITAMPLIA MAGNESIADO;2;03011223;2025-03-01;S09;;
7841106000562;28735;MEMORIAL;1;03011323;2025-03-01;S09;;
7841106001835;28732;CEFALGYN;25;03012323;2025-03-01;S 07;;
7841106003143;28692;DOLO REUMIN CREMA;1;03012523;2026-03-01;S09;;
7841106000418;28713;GLUTAPLEX;1;03015322;2024-03-01;S09;;
7841106001255;28708;PECTOS GOTAS;2;03016422;2024-03-01;S09;;
1410087000012;7751;GASA SANTA VICTORIA;9;030322;2025-12-01;S 06;;
7842228000409;20205;TALKID - POLVO;2;0305023;2025-03-01;S 05;;
7841448002255;29007;FEMEMIC;1;030922;2024-06-01;S 05;;
7841448001883;28788;ULTRACTIVE C 500MG;2;03096222;2024-03-01;S13;;
7800060003095;12792;BEOF SOLUCION OFTALICA;1;031811;2025-02-01;S11;;
7800060003187;12803;PILOCARPINA 2% NICOLICH COL.;1;031881;2025-03-01;S11;;
7841448000114;10743;SPASMOGALEN COMP.;1;03195222;2024-03-01;S 05;;
7841448000374;10715;DOLO MOVILEN COMP. REC.;2;03195422;2024-03-01;S 05;;
7841448000107;10737;MOVILEN GESIC GRAG.;2;03195622;2024-03-01;S 05;;
7841448001890;28789;ULTRACTIVE C 1000MG;1;03-1966-22;2024-03-01;S13;;
798190041537;3155;JERINGA MIDORO INSUL ULTRAFINA;100;032022;2027-03-01;S 06;;
7840228000016;17481;ADERMAN CREMA;2;032072;2024-03-01;S 03;;
7800060014817;15497;DUOVAL JBE.;1;032192;2025-03-01;S 01;;
7800060014497;29518;ANTIAX SUSP.;1;03222;2025-03-01;CAJA 01;;
7800060038837;29216;XOLOF UNG. OFT.;1;032762;2025-03-01;S11;;
7800060113046;15472;IPSON SUSP.;1;033261;2024-03-01;S 01;;
7841134009926;26803;ETIDOL 400 CAPS. BLAN.;20;033422;2025-06-01;S 01;;
7800060410336;19290;EUROVIR COMP.;1;033522;2025-03-01;S 01;;
7841448001364;29420;VAGIGALEN OVULOS;1;033921;2023-08-01;S 07;;
7798024550504;26168;ATOMO DESINFLAMANTE AERSOL;1;034;2024-04-01;S14;;
7800060130722;24388;ANTIAX COMP. MASTICABLES;4;034332;2027-03-01;S14;;
7800060162686;20777;NEURUM 75 CAPS.;1;034412;2024-03-01;S 01;;
7840036102537;6174;FINIDOL FORTE CAPS;43;034422;2025-07-01;S13;;
7800060009684;12776;MUXOL ADULTO JARABE;1;034472;2025-03-01;S 01;;
7842228000133;9837;STIMOL AMP. BEB.;1;0349;2024-08-01;S 05;;
7842228000140;9838;STIMOL AMP. BEB.;1;0349;2024-08-01;S 05;;
7842228000140;9838;STIMOL AMP. BEB.;1;0355;2024-08-01;S 05;;
7795345011561;15687;AMOXIDAL PLUS C/ 12 COMP. REC.;1;03556;2024-07-01;S08;;
7841617001942;26429;NERVIGENOL JARABE;2;03-5638-22;2024-03-01;S 03;;
7793742004100;19144;BUSHI CREMA;1;0375;2025-01-01;S09;;
7793742004018;19143;BUSHI CREMA;1;0380;2025-05-01;S09;;
7793742000669;25144;HIPOGLOS CON HIDROCORTISONA POMADA;2;0387;2023-11-01;S09;;
7841106002542;28751;ALGYN BALSAMICO NF JBE;1;04019722;2024-04-01;S09;;
7841106000715;28720;SPASMOALGYN GOTAS;1;04020122;2024-04-01;S09;;
7800007483997;14844;AEROFACIDOSE A.E;1;0402022;2027-04-01;S 05;;
7841106000449;28715;GRIFIETOS;22;04021422;2024-04-01;S14;;
7841448000992;27668;BRONCOGALEN CARAMELOS;2;0402211;2024-11-01;S14;;
7841106000647;28718;ORAXIAL GOTAS;1;04022422;2024-04-01;S09;;
7841106000784;28736;UTERINE;1;04022722;2024-04-01;S09;;
7841106001279;28750;PECTOS PLUS;1;04024222;2024-04-01;S09;;
7841106001873;28746;MONOCORT P 20 SUSP;2;04024422;2024-04-01;S09;;
7840000036950;3695;PASTA LAZAR GLORIMAR;2;040322;2025-12-01;S 06;;
1104092000012;4092;GASA SANTA VICTORIA;4;040322;2025-12-01;S 06;;
7840000045792;4579;GLICERINA BORATADA GLORIMAR;6;040322;2025-12-01;S 06;;
7840000073658;7365;TINTURA ARNICA GLORIMAR;5;040322;2025-12-01;S 06;;
7840000073788;7378;VASELINA BLANCA GLORIMAR;2;040322;2025-12-01;S 06;;
7840000075959;7595;SULFA EN POLVO GLORIMAR;9;040322;2025-12-01;S 06;;
7840000075980;7598;VINAGRE AROMATICO GLORIMAR;4;040322;2025-12-01;S 06;;
7840000077359;7735;VINAGRE AROMATICO GLORIMAR;3;040322;2025-12-01;S 06;;
7840000077953;7795;FORMOL 40% GLORIMAR;1;040322;2025-12-01;S 06;;
7840000150960;15096;ALCOHOL REC SANTA VICTORIA;2;040322;2025-12-01;S 06;;
7840000150977;15097;ALCOHOL REC SANTA VICTORIA;2;040322;2025-12-01;S 06;;
7795380043466;28694;ACEMUK 600 EFERVESCENTE;1;04033;2024-12-01;S09;;
7840000036806;3680;VASELINA BLANCA GLORIMAR;1;040332;2025-12-01;S 06;;
7794626012853;29272;HUGGIES FLEXI COMFORT M;2;040423;2026-04-01;S 07;;
7841134001609;8941;ZATIFEN GRIP CAPS. X 20;74;040722;2025-07-01;S11;;
7841448000992;27668;BRONCOGALEN CARAMELOS;2;041;2024-11-01;S14;;
7840036102544;28092;FINIDOL 600 PLUS CAPS. BLAN.;33;042922;2025-08-01;S08;;
7800060150676;6460;EUROPRES AM 160/10;1;044021;2024-04-01;S 01;;
7800060007642;14269;DIAREN SUSP.;1;044111;2025-04-01;S 01;;
7800060414327;29524;IDON CAPS.;1;044341;2025-04-01;CAJA 01;;
7800060039056;17677;XOLOF D UNG. OFT.;2;044541;2024-04-01;S11;;
7800060003156;12800;OFTASONA N SOL. OFT.;1;044621;2024-04-01;S11;;
7800060018174;23110;CIPROVAL COMP. REC.;1;044660;2024-04-01;S 01;;
7841134000640;18399;FORTIETIC 1000 CAPS. BLANDAS;1;044922;2024-08-01;S 01;;
7800060402904;12764;EUROVIR SUSP.;3;045192;2025-04-01;S 01;;
7800060111189;15944;AMOVAL 1 G. COMP. REC.;1;045402;2025-04-01;S 01;;
7800060132429;22948;RUX 10 MG. COMP. REC.;1;045441;2024-04-01;S 01;;
7800060041462;27098;VITOF COMP. REC.;1;045622;2024-04-01;S11;;
7800060416376;25372;EUROCOR 2,5 MG. COMP. REC.;1;046142;2024-04-01;S 01;;
7800060128156;26764;VERTIUM COMP.;1;046242;2024-04-01;S 01;;
7800060409248;24242;TREX POLVO P/ PREPARAR SUSP. ORAL;1;046292;2025-04-01;S 01;;
7800060131293;25297;DRONAVAL PACK BITERAPIA COMP. REC. COMP.;1;046572;2024-01-01;S 01;;
7800060042193;28414;HIALOF HIDRA;1;046902;2024-04-01;S11;;
42078845;15119;LEUKOPLAST;5;0481025;2025-10-01;S 06;;
7841134010298;28161;MINIFEM OVULOS VAGINALES;1;049621;2023-11-01;S 01;;
719859;24282;GYNOPHILUS CAPS. VAG.;1;0498;2023-11-01;S 05;;
7841106000807;28741;VITAMPLIA PRENATAL;2;05026022;2024-05-01;S09;;
7848002840223;20075;MAGNUS 50 MG. COMP. MAST.;10;05026322;2024-05-01;S08;;
7841106000432;28724;GRIFIETOS NF JBE;1;05028222;2024-05-01;S09;;
7841106002696;28754;XILAN GRAGEAS;2;05028722;2024-05-01;S09;;
7800060015678;12786;TRIO VAL GOTAS;1;050512;2025-05-01;S 01;;
7800060416611;26698;TREX FORTE POLV. P/ SUSP. ORAL;1;050552;2024-05-01;S 01;;
7840274002064;18962;XETIN 3.125 MG. COMP.;1;0512205;2025-05-01;S09;;
7841448002422;28810;BYEDOL 500MG;1;051322;2024-09-01;S 05;;
7841448002439;28811;BYEDOL;24;051522;2024-09-01;S14;;
7793742000072;8709;POLIVAL CREMA;1;0517;2024-11-01;S09;;
7841134012643;29049;ALGILEM MAX;2;051822;2024-09-01;S 01;;
7841448002033;29008;AZITROMICINA 500MG;2;05201822;2024-05-01;S 05;;
7841448000336;29583;DISTONEX COMP. RAN.;1;05-2026-22;2024-05-01;CAJA 01;;
7841448000701;26753;BRONCOGALEN JARABE;1;05-2037-22;2024-05-01;S 05;;
7841448000855;28975;CALMADOL FLU;1;05204222;2024-05-01;S 05;;
7730188700012;28799;DR SELBY CREMA;13;0522;2024-10-01;S11;;
7730188700005;28768;DR SELBY CREMA;8;0536;2025-03-01;S11;;
7793742002939;18647;DERALBINE CREMA;1;0551;2024-10-01;S09;;
7840036102537;6174;FINIDOL FORTE CAPS;13;055522;2025-09-01;S13;;
7800060003248;12806;TIOF 0.50% COL.;1;055641;2025-05-01;S11;;
7841617000648;29042;PEDIAZINC FORTE JBE;1;05-5661-22;2024-05-01;S 03;;
7800060412118;26419;BLOX 32 MG. COMP.;1;056251;2024-05-01;S 01;;
7800060411814;18555;BLOX 16 COMP.;1;056261;2024-05-01;S 01;;
7800060405769;13787;ENALTEN DN COMP.;1;056401;2024-05-01;S 01;;
7793742005985;22977;PRURISEDAN CREMA;1;0565;2024-09-01;S09;;
7800060007130;20410;CIPROVAL COMP. REC.;1;056501;2025-05-01;S 01;;
7800060118782;19277;ALEXIA FORTE COMP. REC.;1;056541;2023-05-01;S 07;;
7800060009912;12772;HIDRIUM;1;056601;2025-05-01;S 01;;
7800060152373;6249;BECANTOX JBE;1;056742;2025-05-01;S 01;;
7800060110502;15214;CLAVINEX DUO COMP.;1;056972;2024-05-01;S 01;;
7800060122383;26606;ALTAZINC SOL. GOTAS ORALES;1;057202;2025-05-01;S 01;;
7800060151567;6484;EUROPRES AM D 160/10/12.5;1;057462;2025-05-01;S 01;;
7800060137226;26293;GESIX 200 MG. CAPS.;1;057922;2024-05-01;S 01;;
7840274002057;16836;XETIN 25 MG. COMP.;1;0582010;2023-10-01;S09;;
7800060039643;2352;OFTAFILM COLIRIO;1;058242;2024-05-01;S11;;
7800060030183;15469;CIPRODEX SUSP. OFT.;1;058252;2025-05-01;S11;;
7841134010069;26933;ETIDOL 600 CAPS. BLANDAS;9;058322;2025-09-01;S 01;;
7800060040816;27386;BRIMOF SOL. OFTLMICA;1;058722;2024-05-01;S11;;
7800060040069;25043;OFTOL PLUS SUSP. OFTALMICA;1;058762;2024-05-01;S11;;
7800060034174;29419;NICOTEARS GEL;1;058782;2025-05-01;S11;;
7800060035140;15470;NOVOTEARS SOL. OFT.;1;060052;2025-06-01;S11;;
7841106001002;28703;DEXACORT GOTAS NASALES;1;06036022;2024-06-01;S09;;
7800060151482;29353;EUROPRES AM D 160/5/12.5;1;060502;2025-06-01;S 01;;
7800060410091;24244;TREX COMP. REC.;1;060902;2025-06-01;S 01;;
7800060011205;29520;DERMABIOTICO UNG.;1;061082;2026-06-01;CAJA 01;;
7841448002408;29410;ENZYMAX PEDIATRICO 1000;2;06205822;2024-06-01;S 05;;
7841448001487;7116;COLL GALEN NARANJA;1;06-2060-22;2024-06-01;S14;;
7841448001876;28976;ENZYMAX 3000;2;06206322;2024-06-01;S 05;;
7800060138704;6153;PROTIUM-I CAPS;1;06220499;2024-08-01;S 01;;
7842228000744;28168;PERACON GRIP JBE;1;0622522;2024-06-01;S 05;;
7800060042353;29304;LATOF SP COL;1;062412;2024-05-31;;;
7841448001296;28263;OMEGALEN KRILL CAPS. BLAN.;1;063322;2024-10-01;S 05;;
7841134001296;13930;RESPIRAN DUO SUSP. AER.;2;06350018;2025-02-01;S 01;;
7800007770707;29526;HEROLAN SF AEROSOL P/ INHALACION;1;063S002D;2025-03-01;CAJA 01;;
7730969302251;29333;DIAFORMINA LP 1000 COMP. DE LIB. PROLONG.;1;06411;2025-05-01;S08;;
7730979099639;7728;RECUPERAL AZ MUJER;1;0665/22;2024-08-01;S08;;
7800060035911;18737;OFTALER FORTE SOL. OFT.;1;066891;2025-06-01;S11;;
7800060411920;18574;BLOX D 16/12,5 COMP.;1;067411;2024-06-01;S 01;;
7800060124677;24480;HEMOVAL COMP. MASTICABLES;1;067431;2024-06-01;S 01;;
7800060116818;29422;DUALTEN 6.25 MG. COMP.;1;067871;2024-06-01;S 01;;
7841134010861;29331;ETIDOL SINUS COMP.;1;068022;2024-11-01;S 01;;
7841134011288;7768;ETIDOL RELAX;1;068322;2024-11-01;S 01;;
7501871721399;23648;CORRILAX POLVO;1;06890;2025-01-01;S08;;
7840274002071;18738;XETIN 6.25 MG. COMP.;1;0692202;2025-02-01;S09;;
7800060015432;12784;TOLTOTAL JBE.;1;069462;2024-06-01;S 07;;
7800060125995;25734;ZIVAL SOL. GOTAS ORALES;2;069572;2025-06-01;S 01;;
7800060040571;26389;OFTAFILM SP SOL. OFTAL. EST.;1;069962;2024-06-01;S11;;
7800060416536;25374;EUROCOR 10 MG. COMP. REC.;1;070161;2023-07-01;S 07;;
7794626011252;28583;PLENITUD APOSITO MULT. Y POST PARTO 20 UNID;3;070223SL5;2025-02-01;S 07;;
7841106000425;28714;GLUTAPLEX JBE;1;070280;2023-07-01;S13;;
7841106000609;28740;MONOCORT P 20;1;07037022;2024-07-01;S09;;
7800060150591;6252;EUROPRES D 160/25 MG. COMP.;1;070371;2024-07-01;S 01;;
7841106001019;28704;DEXACORT JBE;1;07038522;2024-07-01;S09;;
7841106000760;28739;TUSYBRON PLUS JBE;2;07039222;2025-07-01;S09;;
7841106000708;28719;SPASMOALGYN;2;07039822;2024-07-01;S09;;
7841106002054;28748;AZITROPEN POLVO P/ SUSP;1;07040322;2024-07-01;S09;;
7841106003730;28697;ACEMUK GRIP;19;07043022;2024-07-01;S13;;
7840036102544;28092;FINIDOL 600 PLUS CAPS. BLAN.;10;070822;2025-11-01;S13;;
7841134009292;25784;BUDECORT SUSP. EN AEROSOL;1;070S002A;2024-02-01;S 01;;
7840274000145;9570;CRINEXALIC SOL.;1;0712202;2024-02-01;S09;;
7840274001890;16140;CRIDERMOL FEM. CREMA VAG.;2;0712211;2024-11-01;S09;;
7800060124752;24479;HEMOVAL SOL. ORAL GOTAS;1;071362;2025-07-01;S 01;;
798190041490;592;JERINGA DESC. MIDORO 5ML;100;072021;2026-07-01;S 07;;
798190041506;1017;JERINGA DESC. MIDORO 10ML;52;072021;2026-07-01;S 07;;
798190041483;4814;JERINGA DESC. MIDORO 3ML PEDIATRICO;100;072021;2026-07-01;S 05;;
7841448000213;10725;GRIPIDOL COMPUESTO. JBE.;2;07208622;2025-07-01;S 05;;
