3480;031523-3480;2024-12-31;7840315225513;XICANIL HERBAL;500
3569;031523-3569;2024-12-31;7891058018702;LACTACYD PRO-BIO FEMINA FLORAL;500
3583;031523-3583;2024-12-31;7840036101585;DOPEC 10;499
3666;031523-3666;2024-12-31;7840315224769;CONDROX PLUS MONODOSIS;500
3683;031523-3683;2024-12-31;7509546057521;LADY SPEED STICK ROLL ON PRO 5 EN 1;500
4033;031523-4033;2024-12-31;7840315225469;XICANIL PIEL CON ALOE VERA;500
4056;031523-4056;2024-12-31;7793742007576;DERMAGLOS FACIAL CREMA NUTRITIVA DE NOCHE;500
4089;031523-4089;2024-12-31;7840213252666;DESIQUIM CREMA TOP;500
4213;031523-4213;2024-12-31;7730698007168;CORENTEL 5 COMP REC;496
4229;031523-4229;2024-12-31;7804920000309;BABY LEE COLONIA BLUE;500
4412;031523-4412;2024-12-31;7840213259351;TRIGLIX 100;498
4511;031523-4511;2024-12-31;7793742003714;DERMAGLOS SOLAR FPS 40 NIÑOS PROTEC ALTA;500
4575;031523-4575;2024-12-31;7795323774068;NUTRILON PREMIUM 2;494
4602;031523-4602;2024-12-31;7842228000560;MEGALAC JBE;500
5003;031523-5003;2024-12-31;7803510002747;HIDROLAGENO;498
5221;031523-5221;2024-12-31;7840213259214;LOZAX 50 MG;499
5323;031523-5323;2024-12-31;7703281002345;UMBRELLA BASE COMPACTA BEIGE;500
5578;031523-5578;2024-12-31;7841134009698;GINGER;498
5645;031523-5645;2024-12-31;7840036102216;CLIDIAN;486
5712;031523-5712;2024-12-31;3401399521621;URELIA 10;500
5722;031523-5722;2024-12-31;7800060700680;QUETIUM 25MG;498
5789;031523-5789;2024-12-31;7793742007545;DERMAGLOS UA CREMA HIDRAT DIA;500
5790;031523-5790;2024-12-31;7793742007507;DERMAGLOS UA CONTORNO DE OJOS;500
5813;031523-5813;2024-12-31;7840282038505;CORIGRIP PEDIATRICO SUSP GOT;500
5933;031523-5933;2024-12-31;7840213252642;DESIQUIM CREMA TOP;498
5961;031523-5961;2024-12-31;7703281001058;HIDRIVAG GEL;499
6048;031523-6048;2024-12-31;5900852039096;NUTRILON PREMIUM 4;499
6076;031523-6076;2024-12-31;7730979097949;DEBLAX CAPS. BLAND.;495
6138;031523-6138;2024-12-31;7791293037615;LUX JABON JAZMIN;500
6153;031523-6153;2024-12-31;7800060138704;PROTIUM-I CAPS;500
6159;031523-6159;2024-12-31;7840315779276;BIOGRAMON SINUS;500
6171;031523-6171;2024-12-31;7840199085487;PREXIN 32MG;500
6174;031523-6174;2024-12-31;7840036102537;FINIDOL FORTE CAPS;428
6176;031523-6176;2024-12-31;7840036101639;QUETIAPIN 25MG;494
6223;031523-6223;2024-12-31;7840315201036;BIOGRAMON CALIENTE C/ VIT C;498
6249;031523-6249;2024-12-31;7800060152373;BECANTOX JBE;500
6250;031523-6250;2024-12-31;7800060150409;EUROPRES D 160/12,5 MG. COMP.;500
6251;031523-6251;2024-12-31;7800060150164;EUROPRES 160 MG. COMP.;497
6252;031523-6252;2024-12-31;7800060150591;EUROPRES D 160/25 MG. COMP.;500
6254;031523-6254;2024-12-31;7841448001111;UNIGALEN FEM LOCION;498
6303;031523-6303;2024-12-31;7841134010564;ETIDOL PLUS;497
6355;031523-6355;2024-12-31;7793742002946;HIPOGLOS MICO;500
6361;031523-6361;2024-12-31;7800060150751;EUROPRES AM 160/5;500
6416;031523-6416;2024-12-31;7842228000775;TALKID CREMA;493
6441;031523-6441;2024-12-31;7840653007468;Z MOL 500MG POLV. EFERV.;500
6460;031523-6460;2024-12-31;7800060150676;EUROPRES AM 160/10;500
6466;031523-6466;2024-12-31;3401360049666;RUBORIL LOCION;500
6484;031523-6484;2024-12-31;7800060151567;EUROPRES AM D 160/10/12.5;497
6490;031523-6490;2024-12-31;7841617002628;NERVIGENOL PLUS;500
6518;031523-6518;2024-12-31;7841134010540;QUENAVIN ACONDICIONADOR;500
6526;031523-6526;2024-12-31;7840282039007;RINOCURA SPRAY NASAL;500
6527;031523-6527;2024-12-31;7840653007512;DRENABYL SOL. ORAL;498
6529;031523-6529;2024-12-31;7840653007628;BETADINE 5MG COMP. RAN.;498
6581;031523-6581;2024-12-31;7840213261729;AAS 125;499
6594;031523-6594;2024-12-31;7840085004714;ZYNADRIN SOLUCION;499
6612;031523-6612;2024-12-31;7795368000283;BRIMOPRESS T;500
6686;031523-6686;2024-12-31;7793742007705;DERMAGLOS UA AGE NOCHE;499
6688;031523-6688;2024-12-31;7841141004266;FEBUMET 12.5/500MG COMP;500
6689;031523-6689;2024-12-31;7841141004426;FEBUMET 12.5/850MG COMP.;500
6785;031523-6785;2024-12-31;3401360147775;ISISPHARMA RUBORIL EXPERT SPF50;500
6788;031523-6788;2024-12-31;3401348889277;ISISPHARMA SECALIA ULTRA;500
6795;031523-6795;2024-12-31;7841141004792;XAROBAN 15MG;499
6796;031523-6796;2024-12-31;7841141004808;XAROBAN 20 MG;499
6797;031523-6797;2024-12-31;7841141004822;XAROBAN 10 MG;499
6798;031523-6798;2024-12-31;7840653007659;LAGRIMOL SOL. OFT.;499
6892;031523-6892;2024-12-31;3337871308612;VICHY AGUA TERMAL MINERALIZANTE;500
6898;031523-6898;2024-12-31;7795368001624;AUCIC PLUS;499
6899;031523-6899;2024-12-31;7840036102889;TEMLOSAL 50MG COMP. REC.;483
6902;031523-6902;2024-12-31;7791519200076;PRIME ESPERMICIDA;500
6907;031523-6907;2024-12-31;7703281002451;UMBRELLA URBAN SPF50;497
6961;031523-6961;2024-12-31;7841376000811;PULSERA ANTI MOSQUITO ECOGENE;500
7004;031523-7004;2024-12-31;7702207752685;STAFEN 135/20;500
7037;031523-7037;2024-12-31;7840653007697;BANES FORTE 400MG CREC.;500
7052;031523-7052;2024-12-31;3337871323622;VICHY CAPITAL SOLEIL SPF50;500
7060;031523-7060;2024-12-31;7840653007956;VITAMINA C TRIPLE INMUNIDAD INDUFAR;492
7092;031523-7092;2024-12-31;7840036102339;DIENCIL MET 2/1000;500
7093;031523-7093;2024-12-31;7840036102346;DIENCIL MET 2/500;500
7094;031523-7094;2024-12-31;7840036102315;DIENCIL MET 4/1000;499
7095;031523-7095;2024-12-31;7840036102322;DIENCIL MET 4/850;500
7106;031523-7106;2024-12-31;7841737000566;DAYAMINERAL COMPLETE;496
7116;031523-7116;2024-12-31;7841448001487;COLL GALEN NARANJA;499
7120;031523-7120;2024-12-31;7840036103220;NOCAND 3 PLUS CREMA;500
7139;031523-7139;2024-12-31;7841134010656;SLINDA;498
7140;031523-7140;2024-12-31;7840213263570;A3 COMPUESTO NF;499
7142;031523-7142;2024-12-31;7840036102865;NOCAND CREMA TUBO;487
7145;031523-7145;2024-12-31;7840036103374;MENTOLINA CARAMELOS MENTA;500
7146;031523-7146;2024-12-31;7840036103398;MENTOLINA CARAMELOS CHERRY;500
7147;031523-7147;2024-12-31;7840036103381;MENTOLINA CARAMELOS MIEL Y LIMON;500
7148;031523-7148;2024-12-31;7840036103404;MENTOLINA CARAMELOS MAX;500
7184;031523-7184;2024-12-31;7840036102308;FUCOXIN 500MG;483
7271;031523-7271;2024-12-31;7840653007826;MENTOVICK RUB SPORT;496
7282;031523-7282;2024-12-31;7896544900097;MISSNER CINTA HIPOALERGENICA;494
7283;031523-7283;2024-12-31;7896544900011;MISSNER CINTA HIPOALERGENICA;500
7285;031523-7285;2024-12-31;7840282039342;IMEVIR 200MG;500
7290;031523-7290;2024-12-31;7840036102421;GYNOSEP 1.5;500
7295;031523-7295;2024-12-31;7840315779511;BRONQUISEDAN MENTOLADO SPRAY;500
7300;031523-7300;2024-12-31;7795345122298;SERTAL FEM;496
7301;031523-7301;2024-12-31;7795368002942;LOUTEN  EMULSION OFTALMICA;500
7305;031523-7305;2024-12-31;7840213263884;MAXIVIT ZINC C;500
7319;031523-7319;2024-12-31;7350012554125;BIOGAIA D GOTAS;500
7322;031523-7322;2024-12-31;7840036103176;VILOX 20MG;475
7341;031523-7341;2024-12-31;7730219057139;BABYSEC PAÑAL ULTRAHIPER G;500
7379;031523-7379;2024-12-31;7840036102827;ACETAMOL 500MG;500
7380;031523-7380;2024-12-31;7840653007703;LADIUT SOL OFT;499
7388;031523-7388;2024-12-31;7841737000870;DUPHALAC 66.7%;500
7427;031523-7427;2024-12-31;3401397588275;ISISPHARMA BODYTONE WHITE;500
7428;031523-7428;2024-12-31;7841134010632;LAGRIMAX OFTALMICA;500
7429;031523-7429;2024-12-31;7702870044629;DIXI MINI 20;500
7430;031523-7430;2024-12-31;7840653007918;BANDAL 100MG;496
7431;031523-7431;2024-12-31;8437016502211;FORTIFERRUM;500
7432;031523-7432;2024-12-31;7730969300547;INAMMA;500
7438;031523-7438;2024-12-31;7800060041547;TRAVOF SP SOL. OFTALMICA;500
7454;031523-7454;2024-12-31;7861148022179;DAVINTEX 60MG;500
7457;031523-7457;2024-12-31;7840775402646;NEURO-FLOGIATRIN B12;500
7462;031523-7462;2024-12-31;7840653007482;Z MOL 1GR POLVO EFER;500
7463;031523-7463;2024-12-31;7795368054279;GLAUCOPROST 0.004%;500
7465;031523-7465;2024-12-31;7793742004384;AVENO JABON COMPUESTO;499
7466;031523-7466;2024-12-31;7840653007840;VITAMINA C 1000MG INDUFAR POLV EFER;500
7467;031523-7467;2024-12-31;7840653007147;BANES 400 CB;500
7468;031523-7468;2024-12-31;7840653007154;BANES 600 CB;499
7469;031523-7469;2024-12-31;7702870994245;ROSUTROPIC PLUS;500
7470;031523-7470;2024-12-31;7501033962370;VASOMOTAL 16MG;498
7471;031523-7471;2024-12-31;7841721000503;VERONIQ 28;498
7473;031523-7473;2024-12-31;7800060145405;TELLMI 40MG;500
7474;031523-7474;2024-12-31;7800060145597;TELLMI 80MG;498
7485;031523-7485;2024-12-31;7841737000863;DUPHALAC 66.7%;497
7486;031523-7486;2024-12-31;7840213261798;MAXIVIT A-D;500
7552;031523-7552;2024-12-31;7840315225612;ADERMICINA BEBE CON ALOE VERA;500
7586;031523-7586;2024-12-31;7793742007552;DERMAGLOS ULTRA AGE REVITALIZANTE;500
7592;031523-7592;2024-12-31;7898468475224;POLIFIX MULTIVIA EMBRAMED;500
7631;031523-7631;2024-12-31;7840282034200;ALGIDOL KIDS 200 SUSP;500
7633;031523-7633;2024-12-31;7841722000465;MITAVIT DEFENSAS;497
7643;031523-7643;2024-12-31;7840213029893;PRAMIL 50 COMP. REC;399
7644;031523-7644;2024-12-31;7840653008052;BECOTIDE 200MG;500
7652;031523-7652;2024-12-31;7840036104197;DESNALER SOL. GOTAS;497
7679;031523-7679;2024-12-31;7793742003233;DERMAGLOS SOL. GEL REFRESCANTE;500
7690;031523-7690;2024-12-31;310742033410;MENTHOLATUM SHEER COLOR FRESA;500
7691;031523-7691;2024-12-31;310742033403;MENTHOLATUM SHEER COLOR NEUTRO;500
7697;031523-7697;2024-12-31;7794626011795;PLENITUD PROTECT PLUS ADUL P/M;498
7714;031523-7714;2024-12-31;7896902212152;SUERO FISIOLOGICO GOTERO;500
7715;031523-7715;2024-12-31;7896544900165;MISSNER CINTA HIPOALERGENICA;494
7720;031523-7720;2024-12-31;7840036103169;VILOX 20MG;500
7723;031523-7723;2024-12-31;7793742004650;DERMAGLOS SOLAR BEBES FPS 65;498
7728;031523-7728;2024-12-31;7730979099639;RECUPERAL AZ MUJER;490
7729;031523-7729;2024-12-31;7730979099646;RECUPERAL AZ HOMBRE;494
7732;031523-7732;2024-12-31;7795312109024;BUSCAPINA DUO;500
7733;031523-7733;2024-12-31;7795312109055;BUSCAPINA DUO;500
7737;031523-7737;2024-12-31;7840000077373;BOTIQUIN FAMILIAR;500
7749;031523-7749;2024-12-31;7840199115429;CBD FORTE CREMA LASCA;498
7750;031523-7750;2024-12-31;7840199088235;CBD GOTAS LASCA;500
7752;031523-7752;2024-12-31;7795368000924;KUARA GOTAS POEN;500
7767;031523-7767;2024-12-31;7841134012513;CARDIETIC FORTE 20MG. COMP.;500
7768;031523-7768;2024-12-31;7841134011288;ETIDOL RELAX;495
7778;031523-7778;2024-12-31;7795368547450;LARSIMAL NF GOTAS;500
7779;031523-7779;2024-12-31;7840036103459;DEPRETIL 8MG;496
7780;031523-7780;2024-12-31;7840036103718;MEMORAL 10MG;497
7781;031523-7781;2024-12-31;7840036103053;OXIBRAL 1000MG.;500
7782;031523-7782;2024-12-31;7840036103060;OXIBRAL 1000MG.;500
7783;031523-7783;2024-12-31;7840036103046;OXIBRAL 500MG.;500
7784;031523-7784;2024-12-31;7840036104456;SULFASAN 10MG.;488
7785;031523-7785;2024-12-31;7840036103282;SALVE GRIP MITA`I SOL.;490
7786;031523-7786;2024-12-31;7840036104395;SALVE GRIP TE CALIENTE DIA;498
7787;031523-7787;2024-12-31;7840036103145;FEM MUJER OVULOS;498
7789;031523-7789;2024-12-31;7840653008410;ODONTOL BRACKETS COLUTORIO;499
7796;031523-7796;2024-12-31;7840036104371;NOVLEN 90MG.;465
7800;031523-7800;2024-12-31;8435538404570;PHENOMAX CALCIO + VITAMINA C;500
7801;031523-7801;2024-12-31;8435538404556;PHENOMAX   CALCIO + VITAMINA D3 +VITAMINA K1;500
7802;031523-7802;2024-12-31;8435538404563;PHENOMAX CALCIO;500
7803;031523-7803;2024-12-31;8435538404532;PHENOMAX MULTIVITAMINICO;500
7804;031523-7804;2024-12-31;8435538404549;PHENOMAX VITAMINA C+ZIN +PROPOLEO;500
7805;031523-7805;2024-12-31;8435538404518;PHENOMAX VITAMINA C;500
7806;031523-7806;2024-12-31;8437016502013;EASYCOL BABY SAB. NEUTRO SOL.;500
7814;031523-7814;2024-12-31;7840036005227;ANALER COMP.;486
7816;031523-7816;2024-12-31;7840036005234;ANALER PED. JBE.;498
7819;031523-7819;2024-12-31;7840036005272;BENZODERMOL N EMULSION;500
7820;031523-7820;2024-12-31;7840036000215;BICARBONATO DE SODIO PURO CATEDRAL;498
7824;031523-7824;2024-12-31;7840036005319;CELEXIN 1 GR. COMP. RAN.;493
7825;031523-7825;2024-12-31;7840036005326;CELEXIN 1 GR. INY.;499
7826;031523-7826;2024-12-31;7840036005340;CELEXIN 250 MG. SUSP. EXT.;498
7828;031523-7828;2024-12-31;7840036005357;CELEXIN 500 MG. CAPS.;495
7829;031523-7829;2024-12-31;7840036005364;CELEXIN 500 MG. CAPS.;492
7830;031523-7830;2024-12-31;7840036005371;CELEXIN 500 MG. SUSP. EXTEMP.;499
7834;031523-7834;2024-12-31;7840036000208;DERMOSAN POLVO;500
7835;031523-7835;2024-12-31;7840036005401;DICLOFEN 50 MG. COMP. REC.;498
7837;031523-7837;2024-12-31;7840036005418;DICLOFEN GESIC COMP. REC.;498
7838;031523-7838;2024-12-31;7840036000123;DICLOFEN RELAX COMP. REC.;498
7846;031523-7846;2024-12-31;7840036005494;FERROCUPRIN B12 ELIXIR;500
7849;031523-7849;2024-12-31;7840036005517;FUCOXIN 200 MG. I.V. INY.;499
7852;031523-7852;2024-12-31;7840036005531;KADIAR SUSP.;496
7853;031523-7853;2024-12-31;7840036005548;LORALER 10 MG. COMP.;500
7857;031523-7857;2024-12-31;7840036005593;METROSOL 500 MG. COMP. REC.;478
7858;031523-7858;2024-12-31;7840036000161;METROSOL I.V. SOL. INY.;478
7861;031523-7861;2024-12-31;7840036007108;METROSOL NF OVULOS;498
7862;031523-7862;2024-12-31;7840036005609;MULTIVITAN 27 COMP. REC.;497
7863;031523-7863;2024-12-31;7840036005616;MULTIVITAN 27 PLUS COMP. REC.;498
7864;031523-7864;2024-12-31;7840036005623;NAFAZOLINA DEBIL CATEDRAL SOL. GOTAS;500
7867;031523-7867;2024-12-31;7840036005647;NEOBAN CREMA;498
7870;031523-7870;2024-12-31;7840036005678;NOCAND POLVO;500
7880;031523-7880;2024-12-31;7840036005685;NOVO GRIP CAPS;495
7882;031523-7882;2024-12-31;7840036005708;OPTIMID COMP.;500
7883;031523-7883;2024-12-31;7840036005715;PEREBRON ADULTOS JBE.;498
7884;031523-7884;2024-12-31;7840036005722;PEREBRON INFANTIL JBE.;449
7885;031523-7885;2024-12-31;7840036005739;PREDNICORT 5 MG. COMP.;498
7886;031523-7886;2024-12-31;7840036000178;PRIMET ENZIMATICO GRAG.REC.;497
7890;031523-7890;2024-12-31;7840036005760;GLICERIN ADULTO SUP.;499
7891;031523-7891;2024-12-31;7840036005777;GLICERIN NIÑOS SUP.;500
7892;031523-7892;2024-12-31;7840036005784;TANTUM CICLINA CAPS.;500
7896;031523-7896;2024-12-31;7840036005821;TORALGIN 20 MG. COMP. INACTIVO;500
7898;031523-7898;2024-12-31;7840036005845;TORALGIN 60 MG. INY.;493
7900;031523-7900;2024-12-31;7840036007702;TRIAM 500 MG. COMP. RAN.;498
7903;031523-7903;2024-12-31;7840036005876;TRIMSUL BALS. SUSP. ORAL PED.;500
7904;031523-7904;2024-12-31;7840036005883;TRIMSUL FORTE COMP.;493
7909;031523-7909;2024-12-31;7840036005937;URO TRIMSUL COMP.REC.;498
7912;031523-7912;2024-12-31;7840036005968;VERTIGOL;491
7913;031523-7913;2024-12-31;7840036005975;VITASAN A A 50.000 U.I. CAPS.;492
7914;031523-7914;2024-12-31;7840036005982;VITASAN B1B6B12 FORTE COMP.;498
7918;031523-7918;2024-12-31;7840036006002;VITASAN E 200 MG. CAPS.;500
7927;031523-7927;2024-12-31;7840036006101;ALDOPA 250  COMP. REC.;498
7928;031523-7928;2024-12-31;7840036006118;ALDOPA 500 MG. COMP.REC.;492
7933;031523-7933;2024-12-31;7840036006149;ATENOCAR 50 COMP.;496
7934;031523-7934;2024-12-31;7840036006156;ATENOCAR D COMP.;500
7935;031523-7935;2024-12-31;7840036000246;CARDATEN 10 MG. COMP.;498
7936;031523-7936;2024-12-31;7840036000253;CARDATEN 20 MG. COMP.;492
7937;031523-7937;2024-12-31;7840036000239;CARDATEN 5 MG. COMP.;500
7941;031523-7941;2024-12-31;7840036006200;FINASTIDE COMP.;500
7952;031523-7952;2024-12-31;7840036006286;SOLPAN 3 MG. COMP.;500
7954;031523-7954;2024-12-31;7840036006309;SOLPAN 6 MG. COMP.;500
7955;031523-7955;2024-12-31;7840036000314;T4 100 MCG. COMP.;487
7956;031523-7956;2024-12-31;7840036000307;T4 50 MCG. COMP.;499
7957;031523-7957;2024-12-31;7840036006330;ZEBRON 15 MG. JBE.;495
7958;031523-7958;2024-12-31;7840036006347;ZEBRON 30 MG. COMP.;498
7969;031523-7969;2024-12-31;7795304008328;ATROVENT SOL. P/ INH.;498
7971;031523-7971;2024-12-31;4048846013705;BERODUAL SOL.;500
8061;031523-8061;2024-12-31;7840036006507;KENACIN 3% SPRAY.;499
8065;031523-8065;2024-12-31;7840036008198;ACETAMOL GRIP JBE.;471
8067;031523-8067;2024-12-31;7840036011198;MENTOLINA UNG.;474
8078;031523-8078;2024-12-31;7840199018348;ACTICILLINE 1.200.000 P.EST.P/ SUSP. INY;499
8079;031523-8079;2024-12-31;7840199009278;ACTICILLINE 2.400.000 POLV. EST. P/ SOL. INY.;500
8084;031523-8084;2024-12-31;7840199090764;ALERCROM COMP.;500
8085;031523-8085;2024-12-31;7840199094311;ALERCROM D JARABE;500
8086;031523-8086;2024-12-31;7840199090849;ALERCROM JARABE;500
8087;031523-8087;2024-12-31;7840199026428;ALGILASCA SOL. GOTAS ORALES;498
8090;031523-8090;2024-12-31;7840199091181;ALGIOFLEX COMP.;498
8096;031523-8096;2024-12-31;7840199003153;AZOEL COMP.;500
8097;031523-8097;2024-12-31;7840199011721;AZOEL SUSP.;500
8102;031523-8102;2024-12-31;7840199073101;BIOFER B12 JBE.;500
8103;031523-8103;2024-12-31;7840199006871;BIOFER B12 CAPS.;500
8107;031523-8107;2024-12-31;7840199073934;BIOKACIN 500 SOL. INY.;498
8121;031523-8121;2024-12-31;7840199000671;CILIL COMP.;497
8123;031523-8123;2024-12-31;7840199006123;CLERIN SUSP.;500
8125;031523-8125;2024-12-31;7840199077161;CLORHISTAM EXPECTORANTE NF JBE.;500
8126;031523-8126;2024-12-31;7840199007786;CLORHISTAM JARABE;500
8130;031523-8130;2024-12-31;7840199029078;COLESOL COMP.;500
8134;031523-8134;2024-12-31;7840199071794;DG-6 SOL.;500
8139;031523-8139;2024-12-31;7840199002248;DEXTROVIT SOL. INY.;500
8143;031523-8143;2024-12-31;7840199081281;DOLOSTOP 60  SOL. INY.;498
8145;031523-8145;2024-12-31;7840199075266;DONTONAL 600 COMP.;500
8147;031523-8147;2024-12-31;7840199068749;DOXATAR CRONO SUSP. INY.;500
8148;031523-8148;2024-12-31;7840199068664;DOXATAR SOL. INY.;500
8151;031523-8151;2024-12-31;7840199088396;ENTERO GAS FORTE CAPS. BLANDAS;499
8152;031523-8152;2024-12-31;7840199099866;ENTERO GAS PEDIATRICO EMULSION GOTAS ORA;500
8153;031523-8153;2024-12-31;7840199036991;ENTERO GAS ADULTO EMULSION GOTAS;500
8155;031523-8155;2024-12-31;7840199076669;ERGOLASCA COMP.;500
8159;031523-8159;2024-12-31;7840199070889;FERZIMAN FORTE GRAG.;499
8160;031523-8160;2024-12-31;7840199099668;FERZIMAN HEMORROIDAL PDA.;498
8162;031523-8162;2024-12-31;7840199071046;FERZIMAN VENOTONICO GRAGEAS;499
8164;031523-8164;2024-12-31;7840199023113;FUNGOLISINA CREMA;498
8165;031523-8165;2024-12-31;7840199092331;FUNGOLISINA SOL.;500
8167;031523-8167;2024-12-31;7840199000916;GADEOL EMULSION;499
8169;031523-8169;2024-12-31;7840199001586;GENTAL 400 MG. SOL. INY.;498
8172;031523-8172;2024-12-31;7840199093734;GENTAL CREMA VAG.;492
8180;031523-8180;2024-12-31;7840199086491;KITADOL FORTE COMP.;56
8181;031523-8181;2024-12-31;7840199086569;KITADOL RELAX COMP. REC.;492
8186;031523-8186;2024-12-31;7840199096704;LASCAMICETINA CAPS;499
8189;031523-8189;2024-12-31;7840199005133;LASCAVIT 10.000 SOL. INY.;497
8190;031523-8190;2024-12-31;7840199071879;LASCAVIT 5.000 CAPS.;493
8191;031523-8191;2024-12-31;7840199019826;LASCAVIT B1B6B12 CAPS.;499
